,ID,Review URL,Text,Star,Thumbs Up,User Name,Developer Reply,Version,Review Date,App ID
273,5232,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFWz0Mn5Faf-sRTgDpRVW3tK-G86xEBkhMgPZDuHt1KpjOp8vElm_G59o1Ay1P2wjQwB_mgRR13vpjoPZM,Ok,4,0,Lisa Pace,,86.0.4240.110,2020-12-21,com.android.chrome
274,5233,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE--6mzSYbXB85l6vNBNcyh6JTob9QEMxT2x2NIYUMN9MPRbNn9cn1fKxjZkr3wm0jvDbrUxsHQsclcGlc,Cool,5,0,Dale Morris,,87.0.4280.101,2020-12-21,com.android.chrome
275,5234,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEf_exEFRHz-QxbMj2ag6weKV6KGqH09lq6ND7MwGj_HAUz1FgQp1n3v-QZr6ui_gUYDW0pLl_Clojymw4,8xi,4,0,Darryl Groundwater,,72.0.3626.121,2020-12-21,com.android.chrome
276,5235,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGwjcZpkPexZpwx0kKzumGCxWQhouCvmsusVPGxZu4smsPkXxf6RQotyfauGpDPjO_EgLFRRmBXNG1dPGM,Is good o yh,5,0,Joseph Dikalo,,70.0.3538.110,2020-12-21,com.android.chrome
277,5237,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFA9EDUYPosQ-Lr66VgYR9Z2vhzC0oYyc-N0iZoE-mKLt4J0omm8scntuJEi9BL4NeJwv_wOlQaSBmGq_I,"Dark mode is acting up and changing screen light to super bright on it's own , super annoyed",1,0,darko vujosevic,,87.0.4280.101,2020-12-21,com.android.chrome
278,5238,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF-5LxtuvyOrud5C2FOzWYTS7x8tGZU7Q0yBz6ZcEXpa5czTaz_bG8P7x7wLzpJIwLmzJEKsa-mx4RjdEc,"I like this chrome ,cause u can do anything.",4,0,chris sing,,81.0.4044.138,2020-12-21,com.android.chrome
279,5239,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE9C8iw8PEWYE2SvSLkSKvftZog2Lh6zFkONNE3mPH1rcgijY2X0n5GHq0y1lpH6EfY_mTUBX--mFwAFnM,Great,5,0,veronique courvoisier,,87.0.4280.101,2020-12-21,com.android.chrome
280,5240,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHf-v2MCLs_s072vBGaT3PzXAqvj9LTQyW9RyqM5guTdilCMVX5B75vVk-oq64MVJlozmZHZNRQwavrAOs,Super aap,5,0,Anuj dancer,,86.0.4240.99,2020-12-21,com.android.chrome
281,5241,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF4XAGyPubvJZXb2LCIxHCUisrJZXzyUv0Qj-fFP2bon1ojn0qCI7hoXAFrvlOIeflgA4cxS7TEqzCn9zY,Verly early nice b job ty,5,0,Mike lake,,80.0.3987.99,2020-12-21,com.android.chrome
282,5242,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHnpwPDf_qLGJdhyoemntac_lrMkXfrTWK9hF35j0iVH2iaud7BoRmQPGOtlWkW36ar0kHDzUdVwdK6_fU,The best browser in history,5,0,amir shakiba,,86.0.4240.99,2020-12-21,com.android.chrome
283,5243,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEG0e8bfbFBGmegI-YiYN0zIQExFrvpE5goTy9M-Gqr6UoW1nh9mP1aLS_opWCXzGwcGgoO-X0CTL3QmPs,Good,5,0,Siddharth Visen,,86.0.4240.110,2020-12-21,com.android.chrome
284,5244,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGt5duUjq1XqnTNdzZWP-nGE-xPu_ylDviNEGVOrhXGa6WIWVr0Gn_vndDntRN5NRylwhGQfvJF9XIZFlE,I'm unable to update croma I'm trying so many days it's not updating please check and resolve simply wasting my time,1,0,chethan sathvik Gowda,,83.0.4103.101,2020-12-21,com.android.chrome
285,5245,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHttQiliL6qsvMZAYjtGeUToFiI1kKSPl5WETNqSk3ScT2ajDNvXMzHVodnfZWw4sYXiZBkap618xwp2Wg,Good,5,0,Rina agus Sulistyono,,56.0.2924.87,2020-12-21,com.android.chrome
286,5246,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG3tdaMICpQ2XLftiii7lpXRiSqRgc3NzVWrtT4Hix5J5Axiui5h5XvM_-ua4b50uwLs4NxS_6s48rnf3o,Go,5,0,Carl Marcus,,87.0.4280.101,2020-12-21,com.android.chrome
287,5247,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHaBhBiYVji9oDIEJwSIzAAK7hh14tw0SR8nKORL_-vNMt7TsjAZYviL-tce1iGpZos7oGDTB6qvKbvLvw,Jhj,5,0,Prospan Pan,,40.0.2214.109,2020-12-21,com.android.chrome
288,5248,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFD09oxW6I1k-nFvfsTLxor3kpP_siguVfICy0xnLIatRpzlbf9ZC9C0ANxvQSpv1JWHPWWlqDyphxtPCk,i like it app!!!,5,5,Sajedul Haque,,87.0.4280.101,2020-12-21,com.android.chrome
289,5249,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHWD3a9Jdx9RtthDbszA9R_9qollz1SOESHXfINdz2mp_abp8Ij7Faqj3BUMXloNDChyBXvGy9ZrJI2hM8,"Latest update turns my screen pink on some web pages I keep uninstalling the latest updates as it seems to be the cause. Please Google sort it out, also does it on smart assistant on my oppo Reno 2",1,1,Greg Astin,,85.0.4183.101,2020-12-21,com.android.chrome
290,5250,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEQN8jz6cLOmyFtl2BKRfkZz7iLBMtO5CRE8gqA0Sy0s8buU9U1x3hevMfPrSDwbVZmK-ykqmpsxtB6sCA,I always use google chrome it works 😉,5,0,Phil Walters,,85.0.4183.127,2020-12-21,com.android.chrome
291,5251,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFVZ1m9gQyQTGAzgBtIGKGC1jVbT-3-3LydI_XSIQB0HIqd95vNpLwWBYhxvIYfpuLhSP5wvl2shucWeus,Ok,1,0,Rajesh Prabhu,,76.0.3809.111,2020-12-21,com.android.chrome
292,5252,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH0kZQx3ULpdJ6pw_lngbKvL388ixxDaEpDLUsgWzWv2ehcnQxbhCBmqSiyW4vz_-4hcTipHQU5od6_7gw,"غريغ تعد((+#$$$-+++++++++++)+++؛؛؛؛؛؛؛؛؛؛؛؛؛!!!!!¡؟!٨٨٣٨٣٤٤٤٥(_(_$(($/_/_(_(_*؛_!_!؛""؛""؛&؛؛_؛_))_)_)_",5,0,Felo Geeges,,73.0.3683.90,2020-12-21,com.android.chrome
293,5253,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH2FcoLCryS5d3J5NbpUOclUH_0kMpOXy0C8gRFiq76NUvzoonYfjDJFUc7gTmKA7oq4fTTR0AGA5LKwx0,"There are a lot of problems, the page is always not working",3,0,Alaa M,,87.0.4280.101,2020-12-21,com.android.chrome
294,5254,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHBIRrs7u8enwf-1M5c4zUOixfLgadjktVLw4H7ucGngXGy23AVYkxAIbyJDNbUdNItfuxGrNjCzXkk6mE,Excellent app,5,0,Mokis PB,,87.0.4280.101,2020-12-21,com.android.chrome
295,5255,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGMJjQIvFWpgbtts0DS_LzybgUTgVRjFaRU85ydGWzdbeFZhMbS4xwz_oHUtVTFK7GzYqLD9XcpvvQ-aXo,This website is useless,1,0,gladys Perez,,81.0.4044.138,2020-12-21,com.android.chrome
296,5256,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFj8JJGpvU1gucY9OLuYAyRnar7Kv_8sTDBEdHy8n7-s9I-k5IOk6IM4Vh_UKvnyfteOZWlMCN3ok8DePU,Not bad,4,0,Mojtaba Ghareshikhlo,,86.0.4240.198,2020-12-21,com.android.chrome
297,5257,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFIFBtUR-NZHQ0EPOF2DhFUCkV8bMqGi5kRN474KIoDgxfnrsxGoIy1K9mEcBIkC2aEZMQ6BrPmRPbHM7A,Worst,1,0,Kaushik Phukan,,85.0.4183.127,2020-12-21,com.android.chrome
298,5258,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFDNRvwyrkok85CY_4vtdqagKsEJEmpWV0adPZj98OWTLBNH2s9aFnyCzDQ6XAl7-poSSMe9XrTe58vLw8,Has always be my favorite app..!,5,0,Radio wati,,42.0.2311.111,2020-12-21,com.android.chrome
299,5259,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOECs2btCm59p3nnwL5DMJXxuqTX16pQghRDCZfbYx1C7qvfOpGdcLCOxUUM_3muNm_1OVsjdk03OL8X54E,Fantastic and quick app,5,0,King Adnan,,84.0.4147.125,2020-12-21,com.android.chrome
300,5852,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGVi4YHGKRD2aCc1woxWwWyP8VuWe5uoY8WGpFQ5SzNBbknGJwXOV2AE9I6c1j7BPe4Fchjgq-FxAGFYos,Outstanding app.,5,0,Mousumi Mondal,,87.0.4280.101,2020-12-22,com.android.chrome
301,5853,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFQsDZv9QFBImETk-y4TVvn1Q7kC3r30OBZjVwUClwqBh99I23Ah-o38IhkMeCj7XG5-FWobVrWh4BDakk,Nice,5,0,juleus tayone,,87.0.4280.101,2020-12-22,com.android.chrome
302,5834,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE4Gl86r2Mf31kgUEp7YVG-VLohC7Cj5EdGPTMl_y7VSJPEwxfR3dwd8_Bx-u2bTs2XFxbSyp0NyiXvHAo,Good,5,0,prem kumar,,87.0.4280.101,2020-12-22,com.android.chrome
303,5835,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGjBARoOnETtQ6jkgx4izbYotrup4hmc6zKdd0FMX3VXZVhxzx0NIwV0zNNPn56cIGAmS3sz5n_xBU-C44,Love google,4,0,Freddie Curnutte,,70.0.3538.110,2020-12-22,com.android.chrome
304,5836,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGMJmEW_3tYBvE5qSCFX8To_Iibxi62PGkk4l19upLPHwiJhRVYDGOuUR9gFTDxcFYHxgo8tOfAMb3IGuY,H . .,5,0,Ravi Kuramsetti,,66.0.3359.158,2020-12-22,com.android.chrome
305,5837,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHitDmyPo7T3634UYlojwZXHrXoXRcnBeufnm3ZSO1XFcA8BhGXsUgnh6Sn0m4dSOEvRhlQU5KYsMJeJOk,Fix bugs,5,0,Uzumaki Luffy,,86.0.4240.198,2020-12-22,com.android.chrome
306,5838,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFWzTsmRoM2OfAjp2AyleNIuyFl8F8-7vEHMniHbeEIyXf1NgFLu0Iy-pyGYfdBSrrOVRcpa_Ht3yXwH5s,That is a very good app for things,5,0,bubg gamer Khan,,74.0.3729.136,2020-12-22,com.android.chrome
307,5839,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFZOme5YWqPNuiLTngQRYFdX98yjMqahUKHruUdAjl2cvswre2wTfzlCBV0ur9ttpcXqWNTvU8FuEdyRGA,Was tryna open porn hub and it no work 😒,4,0,Rock Lee,,85.0.4183.120,2020-12-22,com.android.chrome
308,5840,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGHcWaqqBaqJ9L-g6NGnxBVPbYA_VuoQF08mctDdMgC5scb1CE6UFD4WO7KiC7j92brWB9NSRRzHaxZGBg,Nice,5,0,Satyam Singh,,87.0.4280.101,2020-12-22,com.android.chrome
309,5841,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH7yT1g96yEsLk-8MM8qX3AVghm2cY5iAITAb0RUT1rTNijDdcqBRD4LBesjRrj0P6Kgqhd-HkltHslZH0,Uuh simran,5,0,Md Rahbar,,85.0.4183.101,2020-12-22,com.android.chrome
310,5842,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEYlspxjUosomPFeodvhH76GQusL9FHFsp-44k7SguXrEUckePcebnyP8mUQA6rZGX5ayXz4U0gz_CW2sc,Best,1,0,Vasava Govindbhai,,67.0.3396.87,2020-12-22,com.android.chrome
311,5843,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE4xyB95BE8SQCwcwyL7rxjMlWuLoFo2bYPXLxn_S3gNr3o6tPyaHMp5U7qyAAb9BXzOpO97yTbhNmMrxA,"Chrome is nice. Sometimes it just stops working. I can always find what i am searching for, using chrome.",5,0,Florine Anderson,,80.0.3987.99,2020-12-22,com.android.chrome
312,5844,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGf1DHgLVB8MYo_AMj9JCBpBp31NGREk-lSsvt5Zv0vXM5vJGNXLe77wGumcF01MqgLSvEA_eKHoM6E5PY,Good,1,0,Prem Kumar,,80.0.3987.99,2020-12-22,com.android.chrome
313,5845,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE7M9N3KdoKG_ewbWI-hUVm3CUrXZ7cdoVpoTCekwkF-7wdQT6iq5ZHwGd60XATUWtGV0zvCl5pyliNjto,Nice,5,0,Shabbir Shabbir Khan,,80.0.3987.117,2020-12-22,com.android.chrome
314,5846,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHGlicm-YAzvmYvTiT7574shMt5sDrw1WJZOrhcrbVFexh3alEvkHOEgkkF69kPgBEWPa9JVnJ5L9BFIos,My Google Chrome was hack,5,0,Roel Carbonel,,56.0.2924.87,2020-12-22,com.android.chrome
315,5847,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG0Ar7hmsN0GQxNQ1X4X4LXgvUu__uh9SMarL3y4XG2OTeos7wAOYZ_AvgmZK-0yfywuekuZOm5hmy2m2U,Nice,1,0,harsh pandey,,87.0.4280.101,2020-12-22,com.android.chrome
316,5848,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG2QJ1BBVSbl3CqVH6OWJJaGpPOuh9LKmbRms6Sm1guqYjoudO9UtH2atILOQ1Vxp_g4gZ1AxYxaEmUgW0,Super,5,0,Satish Prajapath,,58.0.3029.83,2020-12-22,com.android.chrome
317,5849,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFG950TJq_ImMEr9fb5jUZRz-qupMgR7lsC3rewAWwmRBAjM_oPFkhxa4KtMOsvaqdjNlrl3_Z8UZO-RZI,It's laggy after I update my phone Huawei Nova 5T with EMUI build number 10.1.0.289. Please improve.,2,0,anndy mohammad arif,,87.0.4280.101,2020-12-22,com.android.chrome
318,5850,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGRQaiO_dAtIhBgPpv1QuYmLylZcoriBfp1sVghJAohAD95EnWSCHi8jcO3MLglRnXNwzfldDvQcOYWQho,Good,5,0,LEELA KRISHNA BANDREDDI,,84.0.4147.125,2020-12-22,com.android.chrome
319,5851,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGJm84p8pn2-DTNgLr7YuRJUDHv_MsSPf5BPfa1VW19OBAy8HlRxlZ6GJJZuXb_fJ5o2cdwG4QwNckekSA,If a download is failed in modzilla firefox it begins from the point where it stopped I request you to do it same for Google chrome🙏,4,0,Hiran Chand P.h.,,86.0.4240.198,2020-12-22,com.android.chrome
320,5854,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFTQegJhP-2ksY-TjFes6k0HtafNKgugj2KKVKSO8cChqAzuYCnKJNJkK_G7tZfnOR8e3Fh6SiQBf3DmzQ,Chorme is best but without my permission it opening some web sites . When I'm playing the games like its opening some websites and when i 'm using whatsapp its opening.when I'm power on its showing again and again.So please fix its by giving some update,1,0,Aadithya Vijay,,,2020-12-22,com.android.chrome
321,5855,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEn_Hg78QiuDnsQPBxSbrZ9wWzphyzpSJxJyZic0wnpYL0MJp6wUzcbiH_ngS6sowthzgIr3L5gzbp2yno,Amezing 👍,5,0,mukul sharma,,86.0.4240.198,2020-12-22,com.android.chrome
322,5856,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGJI59dy0XdN1lGjkALC3qF06v-mH4jft4RuDRpyKXaBhr4E_I0YC2ubuzqYXnLnB3vt_T2MxmItJ9SSsw,Suppepp,5,0,Vinod Kumar,,80.0.3987.99,2020-12-22,com.android.chrome
323,5857,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFXR1bAE6aJ6jb0uYXCcWAJ4RlimaqVSHeZgT88D1zwzm0Q4MaMvpxvjdb_Yy559aiOkf5UakHHWq6sSek,The video camera,5,0,Murugan Vel,,87.0.4280.101,2020-12-22,com.android.chrome
324,5858,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHiJYmOOtauqQXJ_4mAcK7C_UP5FnnotN97AmOUuPPzouv62gMRjUUz0OxriH2P1sPBXKwHRr_8wNA6bHk,Good performance,5,0,Magansingh Shekhawat,,83.0.4103.106,2020-12-22,com.android.chrome
325,5859,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH8pDfzEGTyUAhR4aJl_ceB8Nvgl5rBdOFTDvzeat5JNlsus7-ZnIcXbIQt0VJUywoYZlZK1aNRMGp80ZY,"Drew,t",2,0,Kuldeep Choudhary,,72.0.3626.121,2020-12-22,com.android.chrome
326,5860,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFUAA9gTErH259oMGmHCLadSQu5XFsGCujpUvec11dBcLjgwNXsmIkFa4cmJz75UCa47GCY0ZhCCrK5zSs,Crome is crashing... Not updating though there is an updated version,1,0,md alam,,87.0.4280.66,2020-12-22,com.android.chrome
327,5861,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHnwVv8KOZisEsVz8GpsnuvQw2wwzh8x-m2VEXFiyS5CNVc4-QeNTfEZQzjykN1O7IJHjksh4KTKriICVM,دردود,5,0,Jafar PayandehVafa,,87.0.4280.101,2020-12-22,com.android.chrome
328,5862,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF6RRqLXUSjVETOv61ckM89eLLZdhNxXP9jRDR9HgarY0n7oQRopDwI_wVUxvrocRikJNKo-3hkw7NnBqk,Good,4,0,John Doe,,43.0.2357.93,2020-12-22,com.android.chrome
329,5863,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHBSIPqFu7O8xjUAJ0fodsnOok_cyggd0Qiy3S19iWH77wnosnmA1STj3mRkY_x-byf0RQ3bH6LgWfSmto,Useful for the world peoples for best results for android,5,0,Raj Kamal Sharma,,86.0.4240.198,2020-12-22,com.android.chrome
330,5864,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHT4n4FlWqnzUSR45jP50f-MoTPlOCMwu-DXv_V3u07kj8SRoz5_LEi9oguka-sYsw8gGitGKAd2CVstUs,I m not able to update my chrome,2,0,Shah Fazil,,81.0.4044.138,2020-12-22,com.android.chrome
331,5865,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHYBuYz3HB0YS0_pNZEoMrmzC2Zr1RzF2OLq0AKXhnSxUZW2PkQ6GuwTBY5Du5e2W8435AABU-4VpYH3AI,Top site very good,5,0,Robert A Copeland,,81.0.4044.138,2020-12-22,com.android.chrome
332,5866,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFw9c1goUfD1SWFECnMrirkBmQdwnwL7d9xtXJcRcKSEecvO4c_6HmINmdGACiufqTSRiZyAFlvfzMObKA,Yeah,5,0,Melkamu Nega,,40.0.2214.109,2020-12-22,com.android.chrome
333,5867,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFhwqUsAiNRo46It5Y8GOaLFpqaEBJv5TMg_wU2_GGMbkN6NhLCmQeQLDpy6GgKOOvdtcxWqQvt4Q9WvSo,NOT ABLE TO UPDATE !!!!,1,0,Don Ald,,86.0.4240.99,2020-12-22,com.android.chrome
334,5868,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGqkHg45Pb-gOuAjBk6XHBk_GqwmBtN9wlK9GTKwV4JY9HspXQZJ388s-LEcZzhRFZM5OScoi3Z8WqalDk,Crome is not update some before time and I tried to many times but could not update this google crome,2,0,Er. umesh meena,,83.0.4103.101,2020-12-22,com.android.chrome
335,5869,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGHw8ybjJeQThE71FAbzdvqqe7jqldUhblWyrqK7xN3e1pWQqkyhL6kTUFGk00KTel9cFJW5DNyJ0S_fZk,I didn't update chrome don't know what's the prblm can anyone have solution regarding this plss let me know,3,0,Vandana Pathak,,86.0.4240.185,2020-12-22,com.android.chrome
336,5870,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFVnCwVGAl3okbvIA_Op90uf3P4AZoSZprxJaHRgVWdSL_7pglwl1xj7-3GBfAR2exmp9s1TIP2IfTOik4,Good,5,0,Harish Harish,,35.0.1916.141,2020-12-22,com.android.chrome
337,5871,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH-T4D9pIC5vfvTUNDeVplJiP-YL1ma0llf0fxSdPwSbOxxwAiaq1BFSloyIaQ5I1qOvhUwCgkkAiCXuKU,Love it🦋🤞,5,0,Jayshree Pawar,,84.0.4147.111,2020-12-22,com.android.chrome
338,5872,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH_APeB8W6cXvTyeIHWdiPDWoa_V0p07XfEEcZifpRh1ALMYtq4EjgWnmVxXayZgL7vnWhpJKR9lUWHJT0,Not update in my galaxy a20s,1,0,Ankit Kushwah,,86.0.4240.75,2020-12-22,com.android.chrome
339,5873,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEKlqRozzORyoGbqmKBUktlnzeAyDMkbWQe_tLFHQwyDuTMJrQ6d-IAuvRTOsQXz2Tqn8d93khKTpcpH9Q,Very good app esmese jo maerge labe sakte he waooo,5,0,Neha Devi,,87.0.4280.101,2020-12-22,com.android.chrome
340,5874,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEchGMIRN-Na4dz0voomyTxKNnBjjYIfPD9B970VcRK7Qllau73DIUugz4qqGFq43pbBqKOx-g5x0L9wbc,Best,5,0,Anil Hajare,,85.0.4183.127,2020-12-22,com.android.chrome
341,5875,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF4DWRieFKYSQ2ZQUqKg6GiFx9r7KtWbI6AhQt4exMkcgiIzu7XBGkSa41WuSgcd6u-2rWBauGiZCG_aMg,"Chrome is not updating , when I did it from Playstore, as soon as click on update it again showing update button is enabled with out updating browser",2,0,REDDY PRASAD,,83.0.4103.101,2020-12-22,com.android.chrome
342,5876,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF6z1I9M_siXvdgRY7aJA8wCnOWK6ZAexgweyU2eR2U_OLk1ZlyMcyoEiPJnC_vqhrFEymKv9kTL4b6PyY,Good Google search,5,0,Elvis Owusu,,34.0.1847.114,2020-12-22,com.android.chrome
343,5877,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHWa9fnkIHZ-Wcr7cZTrPTBw5zLKzlU9288MJd18CQ2Pbc9CBHVNmHYZnRVHqmZEn1Yat6OHmeFVV-8d30,Why it's not updating?,2,0,Shriya Pujari,,81.0.4044.138,2020-12-22,com.android.chrome
344,5878,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFQG2HnOU3AkhPNnxLI1nRgXwuKpiEfjBAE4XJy6JDGLGv1pwDNlaMppXtGuOHHvBriEmWN7IEBg_p1YHg,Good,5,0,Harshita Jain,,83.0.4103.101,2020-12-22,com.android.chrome
345,5879,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEAHZM2QBVOrmNqvRrLdUXIra_lrMzRoiAd5yWVlUs9eZNW663wWgJlSi1GtmeRL8uCWFse1H78XRD-p3Y,Good to use,4,0,Shivakumar Chinnelli,,72.0.3626.105,2020-12-22,com.android.chrome
346,5880,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHVjAe0NzG22gK8dcESKEqMLrRIdpvkY_UA8_ln5US4yvmU7qePqbqbxirpsozz1GgDnbLqP7iVceLIi88,Best app,5,0,MONENDRA SINGH,,85.0.4183.101,2020-12-22,com.android.chrome
347,5881,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHAA6eRR9H_MHzMAA_Jgr0YRKBP4P2vTPzpkl2nNcE6GtMvS9ZfOcTkFF2kBtdwXiXNXcSIlmhQcuXFTss,Unable to update now,3,0,VIBINTH ARAVINDAKSHAN,,86.0.4240.75,2020-12-22,com.android.chrome
348,5882,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHAXFwd2AA5YLtjBeoVxeUKP9EH42zScpqqqBwKRro20loTCb0JDmzx4W4q7IK-J-hez22iDSSDV5JjQR0,Love itthe best everp leasedl wnload.,5,0,Salarahmed Sial,,84.0.4147.89,2020-12-22,com.android.chrome
349,5883,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG7Hen4jMOyv2H7PPecWBpXePDoSeiw1wsVYLhBx09NJkG_uX2VttqUea_JoN_ehNW6ZQa9UQRa4i2_ftY,Nice,5,0,Jakir Hossain,,70.0.3538.110,2020-12-22,com.android.chrome
350,5884,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFi-16LFTgsU9HBiMp0lAZgNqg_WP_8DLun7L2tEgExplyCuPp30Se_dCGaJ4TjHGXdj9My41iWCEDycso,Wow this could be good watching po*n hub,5,0,tweini xees,,76.0.3809.132,2020-12-22,com.android.chrome
351,5885,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHG9X01fLtddQYs3ZsqzwCNiwmV62sAfXodyewfwzC62g-OYKe6V3HSbbC1CwDlYcMxnKrKnZZJSd7ECa0,Ghoul,1,0,Sabjan Sayd,,36.0.1985.135,2020-12-22,com.android.chrome
352,5886,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFmpx8T_klXiQrJCT7Dvd5ncHDSRHrVb4KW-B33W-MCkAXN3uMo2-TrqUfE4bx9MuRq2Hdg0ERfpZwZL2g,"Its really good,its very fast and secure",5,0,Vishnu Padmanabhan,,86.0.4240.198,2020-12-22,com.android.chrome
